一、DCC通风设备
序号,来源图纸,轴位,区域,编号,宽度/m,高度/m,左右接,安装方式,数量/台
158,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642932-LAY-1F-1_500-A,,2
159,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642858-LAY-1F-1_500-A,,2
160,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-1F-1_500-A,,2
161,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4643217-LAY-1F-1_500-A,,2
162,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4643323-LAY-1F-1_500-A,,2
163,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,,2
164,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,,2
165,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,,2
166,,双扇防火门,双扇平开防火门_带观察窗 - KBM1824-4644501-LAY-1F-1_500-A,,2
167,,门,单扇平开门1 - CCB1221-3602027-LAY-1F-1_500-A,,2
168,,门,单扇平开门1 - CCB1421-3684694-LAY-1F-1_500-A,,2
169,,门,双扇平开外门_带观察窗 - FM甲1530_A_-4127258-LAY-1F-1_500-A,,2
170,,门,双扇平开外门_带观察窗 - FM甲3030_A_-4207277-LAY-1F-1_500-A,,2
171,,门,双扇平开外门_带观察窗 - FM甲3030_A_-4207425-LAY-1F-1_500-A,,2
172,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,,2
173,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,,2
174,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,,2
175,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3756326-LAY-1F-1_500-A,,2
176,,门,泄爆门 - TXBM1530_A_-4574954-LAY-1F-1_500-A,,2
177,,门,电梯门_客梯 - 20T货梯-4055739-LAY-1F-1_500-A,,2
178,,门,电梯门_客梯 - 20T货梯-4055783-LAY-1F-1_500-A,,2
179,,门,门-上方带亮子 - GM1530_C_-4887983-LAY-1F-1_500-A,,2
180,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703416-LAY-2F-1_500-A,,2
181,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-2F-1_500-A,,2
182,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-2F-1_500-A,,2
183,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,,2
184,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715513-LAY-2F-1_500-A,,2
185,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965417-LAY-2F-1_500-A,,2
186,,单扇防火门,单扇平开防火门_带观察窗 - QM0921-4742574-LAY-2F-1_500-A,,2
187,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-2F-1_500-A,,2
188,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-2F-1_500-A,,2
189,,双扇防火门,双扇平开防火门_带观察窗 - KBM2427-4644361-LAY-2F-1_500-A,,2
190,,门,双扇平开门-角度可调 - FDM甲2427_160__-4797546-LAY-2F-1_500-A,,2
191,,门,电梯门_客梯 - 20T货梯-4055739-LAY-2F-1_500-A,,2
192,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,,2
193,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,,2
194,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V6-LAY-4F-1_500-A,,2
195,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-4F-1_500-A,,2
196,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-4F-1_500-A,,2
197,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721372-LAY-4F-1_500-A,,2
198,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721382-LAY-4F-1_500-A,,2
199,,门,双扇平开门-角度可调 - FM甲2436_160__-4636667-LAY-4F-1_500-A,,2
200,,门,电梯门_客梯 - 20T货梯-4055739-LAY-4F-1_500-A,,2
201,,DCC隔断/门,DIV-DOOR-1200Wx2200H,,2
202,,检修门,MD-800,,2
203,,卷帘门,墙外卷帘门 - FJLM4830_3H_,,1
204,,卷帘门,墙外卷帘门 - FJLM4830_3H常开_,,1
205,,门,DOR-1800,,1
206,,单扇防火门,单扇平开防火门_带观察窗 - FDM1123-4718567-LAY-1F-1_500-A,,1
207,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703400-LAY-1F-1_500-A,,1
208,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703380-LAY-1F-1_500-A,,1
209,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703394-LAY-1F-1_500-A,,1
210,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-1F-1_500-A,,1
211,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703389-LAY-1F-1_500-A,,1
212,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703396-LAY-1F-1_500-A,,1
213,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703398-LAY-1F-1_500-A,,1
214,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-1F-1_500-A,,1
215,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703430-LAY-1F-1_500-A,,1
216,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-1F-1_500-A,,1
217,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703550-LAY-1F-1_500-A,,1
218,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715589-LAY-1F-1_500-A,,1
219,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715591-LAY-1F-1_500-A,,1
220,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4718469-LAY-1F-1_500-A,,1
221,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719311-LAY-1F-1_500-A,,1
222,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719313-LAY-1F-1_500-A,,1
223,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4751561-LAY-1F-1_500-A,,1
224,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818686-LAY-1F-1_500-A,,1
225,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818688-LAY-1F-1_500-A,,1
226,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703352-LAY-1F-1_500-A,,1
227,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703378-LAY-1F-1_500-A,,1
228,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-V44-LAY-1F-1_500-A,,1
229,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-4703572-LAY-1F-1_500-A,,1
230,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-V85-LAY-1F-1_500-A,,1
231,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703564-LAY-1F-1_500-A,,1
232,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-V117-LAY-1F-1_500-A,,1
233,,单扇防火门,单扇平开防火门_带观察窗1 - FM甲1223_A_-4715619-LAY-1F-1_500-A,,1
234,,卷帘门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4551640-LAY-1F-1_500-A,,1
235,,卷帘门,墙外卷帘门1 - JLM4040-4606898-LAY-1F-1_500-A,,1
236,,卷帘门,墙外卷帘门1 - JLM4040_A_-4715351-LAY-1F-1_500-A,,1
237,,卷帘门,墙外卷帘门1 - JLM5058-4446907-LAY-1F-1_500-A,,1
238,,卷帘门,墙外卷帘门1 - JLM6050-4446901-LAY-1F-1_500-A,,1
239,,卷帘门,外墙卷帘门 - JLM5340-4370071-LAY-1F-1_500-A,,1
240,,卷帘门,外墙卷帘门 - JLM5340-V80-LAY-1F-1_500-A,,1
241,,卷帘门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-1F-1_500-A,,1
242,,卷帘门,电梯卷帘门 - FJLM6040_2H_-3900241-LAY-1F-1_500-A,,1
243,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643283-LAY-1F-1_500-A,,1
244,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643293-LAY-1F-1_500-A,,1
245,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1423-4643265-LAY-1F-1_500-A,,1
246,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644325-LAY-1F-1_500-A,,1
247,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1227-4642988-LAY-1F-1_500-A,,1
248,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4642750-LAY-1F-1_500-A,,1
249,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643197-LAY-1F-1_500-A,,1
250,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-1F-1_500-A,,1
251,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-1F-1_500-A,,1
252,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644627-LAY-1F-1_500-A,,1
253,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644763-LAY-1F-1_500-A,,1
254,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4642886-LAY-1F-1_500-A,,1
255,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4643427-LAY-1F-1_500-A,,1
256,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643187-LAY-1F-1_500-A,,1
257,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643651-LAY-1F-1_500-A,,1
258,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643743-LAY-1F-1_500-A,,1
259,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643177-LAY-1F-1_500-A,,1
260,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644811-LAY-1F-1_500-A,,1
261,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644821-LAY-1F-1_500-A,,1
262,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1824-4642820-LAY-1F-1_500-A,,1
263,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-1F-1_500-A,,1
264,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-V45-LAY-1F-1_500-A,,1
265,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4643545-LAY-1F-1_500-A,,1
266,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4644675-LAY-1F-1_500-A,,1
267,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642998-LAY-1F-1_500-A,,1
268,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643207-LAY-1F-1_500-A,,1
269,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643753-LAY-1F-1_500-A,,1
270,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4642904-LAY-1F-1_500-A,,1
271,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4644753-LAY-1F-1_500-A,,1
272,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3027-4644343-LAY-1F-1_500-A,,1
273,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643167-LAY-1F-1_500-A,,1
274,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644577-LAY-1F-1_500-A,,1
275,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644617-LAY-1F-1_500-A,,1
276,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644783-LAY-1F-1_500-A,,1
277,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643089-LAY-1F-1_500-A,,1
278,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643127-LAY-1F-1_500-A,,1
279,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3840-4644557-LAY-1F-1_500-A,,1
280,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4643723-LAY-1F-1_500-A,,1
281,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4718517-LAY-1F-1_500-A,,1
282,,双扇防火门,双扇平开防火门_带观察窗 - GM2430-4642960-LAY-1F-1_500-A,,1
283,,双扇防火门,双扇平开防火门_带观察窗 - GM2530-4643313-LAY-1F-1_500-A,,1
284,,双扇防火门,双扇平开防火门_带观察窗 - QM3433-4644801-LAY-1F-1_500-A,,1
285,,门,180_平开门 - FM甲2430-4709491-LAY-1F-1_500-A,,1
286,,门,单扇平开门1 - CCB1421-3684676-LAY-1F-1_500-A,,1
287,,门,单扇平开门1 - CCB1421-4385370-LAY-1F-1_500-A,,1
288,,门,单扇平开门1 - FDM0821-4566173-LAY-1F-1_500-A,,1
289,,门,单扇平开门1 - FDM0821-4566175-LAY-1F-1_500-A,,1
290,,门,双扇平开外门_带观察窗 - FM甲2430_A_-4207431-LAY-1F-1_500-A,,1
291,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867144-LAY-1F-1_500-A,,1
292,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867628-LAY-1F-1_500-A,,1
293,,门,双扇平开外门_带观察窗 - FM甲2530_A_-V2-LAY-1F-1_500-A,,1
294,,门,双扇平开外门_带观察窗 - GM1530_A_-3866548-LAY-1F-1_500-A,,1
295,,门,双扇平开外门_带观察窗 - GM1530_A_-4207283-LAY-1F-1_500-A,,1
296,,门,双扇平开外门_带观察窗 - GM1530_A_-4350218-LAY-1F-1_500-A,,1
297,,门,双扇平开外门_带观察窗 - GM1830_A_-3857401-LAY-1F-1_500-A,,1
298,,门,双扇平开外门_带观察窗 - GM1830_A_-4808147-LAY-1F-1_500-A,,1
299,,门,双扇平开外门_带观察窗 - GM2530_A_-4715344-LAY-1F-1_500-A,,1
300,,门,双扇平开外门_带观察窗 - GM3030_A_-3983928-LAY-1F-1_500-A,,1
301,,门,双扇平开外门_带观察窗 - GM3030_A_-4070975-LAY-1F-1_500-A,,1
302,,门,双扇平开外门_带观察窗 - GM3030_A_-4238983-LAY-1F-1_500-A,,1
303,,门,双扇平开门-角度可调 - FM甲1523_160__-4636731-LAY-1F-1_500-A,,1
304,,门,双扇平开门-角度可调 - FM甲1523_160__-4715204-LAY-1F-1_500-A,,1
305,,门,双扇平开门-角度可调 - FM甲2530_160__-4636547-LAY-1F-1_500-A,,1
306,,门,双扇平开门-角度可调 - FM甲2530_160__-4636575-LAY-1F-1_500-A,,1
