
一、DCC通风设备
219,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-1F-1_500-A,2365x1165（左） DCC,2,X-HLP3-AR-F3-LAY-01-001
220,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644539-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
221,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4643217-LAY-1F-1_500-A,2850x2300(右) DCC-D,2,X-HLP3-AR-F3-LAY-01-001
222,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643061-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
223,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642868-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
224,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,2,X-HLP3-AR-F3-LAY-01-001
225,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644773-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
226,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
227,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
228,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,2,X-HLP3-AR-F3-LAY-01-001
229,,,门,单扇平开门1 - CCB1221-3602027-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
230,,,门,单扇平开门1 - CCB1421-3684694-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
231,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x2300(右) DCC-D,2,X-HLP3-AR-F3-LAY-01-001
232,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
233,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-V64-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
234,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642914-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
235,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
236,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
237,,,门,电梯门_客梯 - 20T货梯-4055783-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
238,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703562-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
239,,,门,双扇平开外门_带观察窗 - FM甲1530_A_-4127258-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
240,,,门,泄爆门 - TXBM1530_A_-4574954-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,2,X-HLP3-AR-F3-LAY-01-001
241,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703416-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
242,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V2-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
243,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
244,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2850x1800(左) DCC-C*2,2,X-HLP3-AR-F3-LAY-02-001
245,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
246,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2000*2300(左) DCC-B,2,X-HLP3-AR-F3-LAY-02-001
247,,,门,电梯门_客梯 - 20T货梯-4055739-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
248,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715513-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
249,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
250,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
251,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
252,,,双扇防火门,双扇平开防火门_带观察窗 - KBM2427-4644361-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
253,,,单扇防火门,单扇平开防火门_带观察窗 - QM0921-4742574-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
254,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
255,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965417-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
256,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V6-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
257,,,门,电梯门_客梯 - 20T货梯-4055739-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
258,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
259,,,门,双扇平开门-角度可调 - FM甲2436_160__-4636667-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
260,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
261,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721372-LAY-4F-1_500-A,2850x2300(右) DCC-D,2,X-HLP3-AR-F3-LAY-04-001
262,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721362-LAY-4F-1_500-A,,2,X-HLP3-AR-F3-LAY-04-001
263,,,检修门,MD2-1022,1000x2200 2850x2300(右) DCC,2,X-HLP3-CR-F3-LAY-KEQP-02-002
264,,,检修门,MD2-1022,1000x2200 2850x1800(右) DCC,2,X-HLP3-CR-F3-LAY-KEQP-02-002
265,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E*2,2,X-HLP3-CR-F3-LAY-KEQP-02-002
266,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E,2,X-HLP3-CR-F3-LAY-KEQP-02-002
267,,,门,单开门 1000X2000,1000x2000 2365*1165(右) DCC,2,"X-HLP3-CR-F3-LAY-KPART-01-002, X-HLP3-CR-F3-LAY-KPART-03-002"
268,,,检修门,MD-800,,2,X-HLP3-CR-F3-LAY-KPART-04-001
269,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-664855-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
270,,,卷帘门,墙外卷帘门 - FJLM4830_3H常开_-1003825-4F,,1,X-HLP3-AR-B3-LAY-04-001
271,,,卷帘门,墙外卷帘门 - FJLM4830_3H_-847428-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
272,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-1076157-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
273,,,门,B3-3_dwg_X-HL-INT-E1-LAY-04$0$DOR-1800-469820-4F,,1,X-HLP3-AR-B3-LAY-04-001
274,,,门,B3-2_dwg_X-HL-INT-E1-LAY-03$0$Cores and stairs-3F$0$DOR-2000-463768-4F,2365*965 DCC,1,X-HLP3-AR-B3-LAY-04-001
275,,,门,B3-2_dwg_X-HL-INT-E1-LAY-03$0$Cores and stairs-3F$0$DOR-2000-463768-4F,,1,X-HLP3-AR-B3-LAY-04-001
276,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643283-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
277,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643293-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
278,,,门,双扇平开门-角度可调 - FM甲1523_160__-4715204-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
279,,,门,双扇平开门-角度可调 - FM甲2530_160___常开_-4636565-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
280,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4642886-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
281,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642932-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
282,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703400-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
283,,,门,电梯门_客梯 - 5T货梯-4221831-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
284,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-01-001
285,,,门,电梯门_客梯 - 2T洁净货梯-4055743-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
286,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
287,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4642620-LAY-1F-1_500-A,DCC-F,1,X-HLP3-AR-F3-LAY-01-001
288,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
289,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2000*2300(左) DCC,1,X-HLP3-AR-F3-LAY-01-001
290,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
291,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530_常开_-4642904-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
292,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4643545-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
293,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1423-4643265-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
294,,,卷帘门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
295,,,卷帘门,电梯卷帘门 - FJLM6040_2H_-3900241-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
296,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,2365*965 DCC,1,X-HLP3-AR-F3-LAY-01-001
297,,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
298,,,门,门-上方带亮子 - GM1530_B_-4887992-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
299,,,门,门-上方带亮子 - GM1530_C_-4888096-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
300,,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
301,,,门,门-上方带亮子 - TFM乙1430_A_-4887965-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
302,,,门,门-上方带亮子 - TFM乙1430_A_-V1-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
303,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-3867144-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
304,,,门,双扇平开外门_带观察窗 - FM甲2530_A_-V2-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
305,,,门,双扇平开外门_带观察窗 - GM1530_A_-3866548-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
306,,,门,双扇平开外门_带观察窗 - FM甲2430_A_-4207431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
307,,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
308,,,卷帘门,墙外卷帘门1 - JLM5058-4446907-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
309,,,门,双扇平开外门_带观察窗 - GM3030_A_-3983928-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
310,,,门,双扇平开外门_带观察窗 - GM1530_A_-4207283-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
311,,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4643723-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
312,,,双扇防火门,双扇平开防火门_带观察窗 - GM2530-4643313-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
313,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643437-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
314,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4642750-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
315,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
316,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703430-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
317,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
318,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703398-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
319,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
320,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
321,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1227-4642988-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
322,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719313-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
323,,,门,双扇平开外门_带观察窗 - GM3030_A_-4238983-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
324,,,卷帘门,墙外卷帘门1 - JLM6050-4446901-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
325,,,单扇防火门,单扇平开防火门_带观察窗 - FDM1123-4718567-LAY-1F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-01-001
326,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
327,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
328,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642932-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
329,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643651-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
330,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
331,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703396-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
332,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643127-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
333,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
334,,,门,180_平开门 - FM甲2430-4709491-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
335,,,门,单扇平开门1 - FDM0821-4566175-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
336,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703352-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
337,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1824-4642820-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
338,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-V44-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
339,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703378-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
340,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3840-4644557-LAY-1F-1_500-A,2365x1165,1,X-HLP3-AR-F3-LAY-01-001
341,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643177-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
342,,,卷帘门,墙外卷帘门1 - JLM4040-4606898-LAY-1F-1_500-A,2365x1165（右） DCC,1,X-HLP3-AR-F3-LAY-01-001
343,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-1F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-01-001
344,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642858-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
345,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644473-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
346,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4643427-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
347,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644577-LAY-1F-1_500-A,2850x1800(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
348,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643167-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
349,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
350,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644473-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
351,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643437-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
352,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
353,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
354,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-V45-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
355,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
356,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
357,,,门,双扇平开门-角度可调 - FM甲2530_160__-4636547-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
358,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643207-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
359,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643753-LAY-1F-1_500-A,2850x2600(左) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
360,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2850x2300(右) DCC,1,X-HLP3-AR-F3-LAY-01-001
361,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
362,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703389-LAY-1F-1_500-A,2850x2300(左) DCC,1,X-HLP3-AR-F3-LAY-01-001
363,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642830-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
364,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,2000x2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
365,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-1F-1_500-A,2000*2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
366,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642858-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
367,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644617-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
368,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
369,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703550-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
370,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644539-LAY-1F-1_500-A,2850x1800(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
371,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
372,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-1F-1_500-A,2365x765,1,X-HLP3-AR-F3-LAY-01-001
373,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
374,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
375,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
376,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643089-LAY-1F-1_500-A,2365x1165（左） DCC,1,X-HLP3-AR-F3-LAY-01-001
377,,,门,双扇平开外门_带观察窗 - GM2430_A_-3857367-LAY-1F-1_500-A,MD 1200x2200 DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
378,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4751561-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
379,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644325-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
380,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642998-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
381,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
382,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643016-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
383,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643743-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
384,,,门,双扇平开门-角度可调 - FM甲2530_160__-4636575-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
385,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719311-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
386,,,门,单扇平开门1 - FDM0821-4566173-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
387,,,门,泄爆门 - TXBM2430-3584254-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
388,,,门,泄爆门 - TFDXBM1530_A_-4566431-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
389,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,100X100 DCC,1,X-HLP3-AR-F3-LAY-01-001
390,,,门,双扇平开外门_带观察窗 - GM1530_A_-4350218-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
391,,,门,双扇平开门-防盗门 - TFDM2430_A_-4118873-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
392,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
393,,,门,泄爆门 - TXBM2430-V63-LAY-1F-1_500-A,MD 1200x2200 DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
394,,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
395,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
396,,,门,双扇平开外门_带观察窗 - GM1530_A_-4118818-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
