
一、DCC通风设备
序号,轴位,区域,编号,宽度/m,高度/m,左右接,安装方式,数量/台,来源图纸
532,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715589-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
533,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715591-LAY-1F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-01-001
534,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715553-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
535,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
536,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-2F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
537,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-4F-1_500-A,2365x1165（右） DCC-3-2,1,X-HLP3-AR-F3-LAY-04-001
538,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3027-4644343-LAY-1F-1_500-A,2365x765 DCC-1-2,1,X-HLP3-AR-F3-LAY-01-001
539,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4644675-LAY-1F-1_500-A,3500x2300(右),1,X-HLP3-AR-F3-LAY-01-001
540,,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4718517-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
541,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643303-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
542,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2225-4644519-LAY-4F-1_500-A,3500x2300(右) DCC-F*2,1,X-HLP3-AR-F3-LAY-04-001
543,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
544,,,门,栅栏门 - AM1030-3939840-LAY-1F-1_500-A,2365*765 DCC-4-2,1,X-HLP3-AR-F3-LAY-01-001
545,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642914-LAY-1F-1_500-A,DCC-B,1,X-HLP3-AR-F3-LAY-01-001
546,,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818688-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
547,,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818686-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
548,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4718469-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
549,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V4-LAY-4F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
550,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
551,,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-4703572-LAY-1F-1_500-A,2400x1300(右) DCC-1-3,1,X-HLP3-AR-F3-LAY-01-001
552,,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-V85-LAY-1F-1_500-A,2400x1300(右) DCC-1-3,1,X-HLP3-AR-F3-LAY-01-001
553,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2400x1300(右) DCC-1-3,1,X-HLP3-AR-F3-LAY-01-001
554,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644811-LAY-1F-1_500-A,1800x1000,1,X-HLP3-AR-F3-LAY-01-001
555,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,3600X500,1,X-HLP3-AR-F3-LAY-01-001
556,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,DCC-1-3,1,X-HLP3-AR-F3-LAY-01-001
557,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703350-LAY-2F-1_500-A,2850x2300(右),1,X-HLP3-AR-F3-LAY-02-001
558,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
559,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-V1-LAY-2F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
560,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721382-LAY-4F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
561,,,双扇防火门,双扇平开防火门_带观察窗1 - QM2030-3884746-LAY-2F-1_500-A,2365x765 DCC-1-1（左）,1,X-HLP3-AR-F3-LAY-02-001
562,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V3-LAY-2F-1_500-A,2000*2300(左) DCC-6,1,X-HLP3-AR-F3-LAY-02-001
563,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V426-LAY-4F-1_500-A,2000*2300(左) DCC-6,1,X-HLP3-AR-F3-LAY-04-001
564,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2850x1800(右) DCC-1-2,1,X-HLP3-AR-F3-LAY-02-001
565,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644859-LAY-2F-1_500-A,2365x1165 DCC-3-2,1,X-HLP3-AR-F3-LAY-02-001
566,,,卷帘门,电梯卷帘门 - FJLM2830_3H_-4966115-LAY-2F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-02-001
567,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V1-LAY-4F-1_500-A,2850x2300(左),1,X-HLP3-AR-F3-LAY-04-001
568,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644529-LAY-4F-1_500-A,2365x1165（右）,1,X-HLP3-AR-F3-LAY-04-001
569,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-V454-LAY-4F-1_500-A,2850x1800(左) DCC-E*2,1,X-HLP3-AR-F3-LAY-04-001
570,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-V455-LAY-4F-1_500-A,2850x2300(左) DCC-7,1,X-HLP3-AR-F3-LAY-04-001
571,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,MD 1200x2200 DCC-F*2,1,X-HLP3-AR-F3-LAY-04-001
572,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,2365*1165(右) DCC-1-4,1,X-HLP3-AR-F3-LAY-04-001
573,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,2400x1300(右) DCC-1-3,1,X-HLP3-AR-F3-LAY-04-001
574,,,门,单开门 1000X2000,1000x2000 MD 1200x2200 DCC-F*2,1,X-HLP3-CR-B3-LAY-KPART-04-002
575,,,门,单开门 1000X2000,1000x2000 2365*965,1,X-HLP3-CR-B3-LAY-KPART-04-002
576,,,检修门,MD2-1022,1000x2200 2000x2300(右) DCC-B*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
577,,,检修门,MD2-1022,1000x2200 2850x2300(左) DCC-D,1,X-HLP3-CR-F3-LAY-KEQP-02-002
578,,,检修门,MD2-1022,1000x2200 2850x2300(左) DCC-D*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
579,,,检修门,MD2-1022,1000x2200 2850x2300(右) DCC-E*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
580,,,检修门,MD2-1022,1000x2200 2400x1300(右) DCC-1-3,1,X-HLP3-CR-F3-LAY-KEQP-02-002
581,,,检修门,MD2-1022,1000x2200 2000x1800(左) DCC-A*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
582,,,检修门,MD2-1022,1000x2200 2850x2300(左) DCC-7,1,X-HLP3-CR-F3-LAY-KEQP-02-002
583,,,检修门,MD2-1022,1000x2200 2850x2600(左) DCC-E,1,X-HLP3-CR-F3-LAY-KEQP-02-002
584,,,检修门,X-HLP3-CR-F3-LAY-KEQP-02-002_20260401 DCC更新_SPM$0$MD1-1222,1200x2200 3500x2300(左) DCC-F,1,X-HLP3-CR-F3-LAY-KEQP-02-002
585,,,检修门,X-HLP3-CR-F3-LAY-KEQP-02-002_20260401 DCC更新_SPM$0$MD1-1222,1200x2200 3500x2300(左) DCC-F*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
586,,,门,单开门 1000X2000,1000x2000 2365*1165(左) DCC-1-4,1,X-HLP3-CR-F3-LAY-KPART-01-002
587,,,门,单开门 1000X2000,1000x2000 2850x2600(右) DCC-E*2,1,X-HLP3-CR-F3-LAY-KPART-03-002
588,,,门,单开门 1000X2000,1000x2000 2850x2600(右),1,X-HLP3-CR-F3-LAY-KPART-03-002
589,,,门,单开门 1000X2000,1000x2000 2850x2300(左) DCC-7,1,X-HLP3-CR-F3-LAY-KPART-03-002
590,,,门,单开门 1000X2000,1000x2000 2850x1800(右) DCC-C,1,X-HLP3-CR-F3-LAY-KPART-03-002
591,,,门,单开门 1000X2000,1000x2000 2850x1800(右) DCC-C*2,1,X-HLP3-CR-F3-LAY-KPART-03-002
592,,,门,单开门 1000X2000,1000x2000 3500x2300(右) DCC-F*2,1,X-HLP3-CR-F3-LAY-KPART-03-002
593,,,门,单开门 1000X2000,1000x2000 3500x2300(右) DCC-F,1,X-HLP3-CR-F3-LAY-KPART-03-002
594,,,门,单开门 1000X2000,1000x2000 2850x1800(左) DCC-C*2,1,X-HLP3-CR-F3-LAY-KPART-03-002
595,,,门,单开门 1000X2000,1000x2000 2850x2300(右) DCC-D,1,X-HLP3-CR-F3-LAY-KPART-03-002
596,,,门,单开门 1000X2000,1000x2000 3500x2300(左) DCC-F*2,1,X-HLP3-CR-F3-LAY-KPART-03-002
597,,,门,单开门 1000X2000,1000x2000 3500x2300(左) DCC-F,1,X-HLP3-CR-F3-LAY-KPART-03-002

四、结构构件
序号,轴位,区域,类别,名称,规格,数量,来源图纸
598,,,柱,柱位牌,3500x2300(左) DCC-F,38,X-HLP3-CR-F3-LAY-KPART-04-001
599,,,柱,柱位牌,,36,X-HLP3-CR-F3-LAY-KPART-04-001
600,,,柱,柱位牌,2850x2300(左) DCC-7,16,X-HLP3-CR-F3-LAY-KPART-04-001
601,,,柱,柱位牌,2400x1300(右) DCC-1-3,12,X-HLP3-CR-F3-LAY-KPART-04-001
602,,,柱,柱位牌,2850x1800(右) DCC-C*2,12,X-HLP3-CR-F3-LAY-KPART-04-001
603,,,柱,柱位牌,MD 1200x2200,11,X-HLP3-CR-F3-LAY-KPART-04-001
604,,,柱,柱位牌,2850x2600(右) DCC-E*2,11,X-HLP3-CR-F3-LAY-KPART-04-001
605,,,柱,柱位牌,2850x2300(右) DCC-7,11,X-HLP3-CR-F3-LAY-KPART-04-001
606,,,柱,柱位牌,3500x2300(右) DCC-F,10,X-HLP3-CR-F3-LAY-KPART-04-001
607,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 3500x2300(左) DCC-F,6,X-HLP3-AR-B3-LAY-04-001
608,,,柱,柱位牌,2000*2300(右) DCC-B,6,X-HLP3-CR-F3-LAY-KPART-04-001
609,,,钢柱,钢_柱_方管 - RHS600X600X22-349043-4F,600x600 3500x2300(左) DCC-F,4,X-HLP3-AR-B3-LAY-04-001
610,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-V6-4F,1800x1800 3500x2300(左) DCC-F,4,X-HLP3-AR-B3-LAY-04-001
611,,,柱,柱位牌,2000*2300(左) DCC-B,4,X-HLP3-CR-F3-LAY-KPART-04-001
612,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 1800x1000,3,X-HLP3-AR-B3-LAY-04-001
613,,,柱,柱位牌,2850x2600(右) DCC-E,3,X-HLP3-CR-F3-LAY-KPART-04-001
614,,,柱,柱位牌,2000*2300(左) DCC-6,3,X-HLP3-CR-F3-LAY-KPART-04-001
615,,,柱,柱位牌,2365*1165(左) DCC-1-4,3,X-HLP3-CR-F3-LAY-KPART-04-001
616,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 3600X500,2,X-HLP3-AR-B3-LAY-04-001
617,,,柱,防撞柱 - 防撞柱-4749834-LAY-1F-1_500-A,,2,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
618,,,柱,防撞柱 - 防撞柱-V119-LAY-1F-1_500-A,,2,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
619,,,柱,防撞柱 - 防撞柱-4750317-LAY-1F-1_500-A,,2,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
620,,,柱,防撞柱 - 防撞柱-V120-LAY-1F-1_500-A,,2,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
621,,,柱,防撞柱 - 防撞柱-V119-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,2,X-HLP3-AR-F3-LAY-01-001
622,,,柱,防撞柱 - 防撞柱-V120-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,2,X-HLP3-AR-F3-LAY-01-001
623,,,柱,柱位牌,2850x1800(左) DCC-C*2,2,X-HLP3-CR-F3-LAY-KPART-04-001
624,,,柱,柱位牌,MD 1200x2200 DCC-F,2,X-HLP3-CR-F3-LAY-KPART-04-001
625,,,柱,柱位牌,2000x2300(右) DCC-B,2,X-HLP3-CR-F3-LAY-KPART-04-001
626,,,柱,柱位牌,2850x2300(右) DCC-D,2,X-HLP3-CR-F3-LAY-KPART-04-001
627,,,钢梁,钢_梁_工形 - M_连接-刚性-填充-39271-4F,2365*965 DCC-4-1,1,X-HLP3-AR-B3-LAY-04-001
628,,,钢梁,钢_梁_工形 - M_连接-刚性-填充-V1-4F,2365*965 DCC-4-1,1,X-HLP3-AR-B3-LAY-04-001
629,,,钢柱,钢_柱_方管 - RHS900X900X32-V2-4F,900x900 3500x2300(左) DCC-F*2,1,X-HLP3-AR-B3-LAY-04-001
630,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 2365*965 DCC-4-1,1,X-HLP3-AR-B3-LAY-04-001
631,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 2365*765 DCC-3-1,1,X-HLP3-AR-B3-LAY-04-001
632,,,钢柱,钢_柱_方管 - RHS900X900X32-V3-4F,900x900 2365*965,1,X-HLP3-AR-B3-LAY-04-001
633,,,钢柱,钢_柱_方管 - RHS900X900X32-341526-4F,900x900 2365*965,1,X-HLP3-AR-B3-LAY-04-001
634,,,钢梁,钢_梁_工形 - BW250_9_250_14_250_14-343339-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
635,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-344166-4F,1800x1800 2365*965 DCC-4-1,1,X-HLP3-AR-B3-LAY-04-001
636,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-V4-4F,1800x1800 1800x1000,1,X-HLP3-AR-B3-LAY-04-001
637,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-351773-4F,1800x1800 3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
638,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-V6-4F,1800x1800 3500x2300(左) DCC-F*2,1,X-HLP3-AR-B3-LAY-04-001
639,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-V7-4F,1800x1800 3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
640,,,混凝土柱,砼_柱_矩形 - 1800X1800 2-V5-4F,1800x1800 2365*765 DCC-3-1,1,X-HLP3-AR-B3-LAY-04-001
641,,,梁,剖面梁 - _1_50-572056-3F,2365*965 DCC-4-1,1,X-HLP3-AR-PB6A-LAY-03-001
642,,,梁,剖面梁 - _1_50-572056-3F,3600X500,1,X-HLP3-AR-PB6A-LAY-03-001
643,,,梁,剖面梁 - _1_50-572056-3F,3500x2300(左) DCC-F,1,X-HLP3-AR-PB6A-LAY-03-001
644,,,梁,剖面梁 - _1_50-572056-3F,2365*765 DCC-3-1,1,X-HLP3-AR-PB6A-LAY-03-001
645,,,柱,柱位牌,3500x2300(左) DCC-F*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
646,,,柱,柱位牌,MD 1200x2200 DCC-F*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
647,,,柱,柱位牌,2000x2600(右) DCC-C*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
648,,,柱,柱位牌,2000x1800(左) DCC-5,1,X-HLP3-CR-F3-LAY-KPART-04-001
649,,,柱,柱位牌,2000x2600(右) DCC-J*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
650,,,柱,柱位牌,2850x2300(右) DCC-1-4,1,X-HLP3-CR-F3-LAY-KPART-04-001
651,,,柱,柱位牌,2365x765 DCC-1-2,1,X-HLP3-CR-F3-LAY-KPART-04-001
652,,,柱,柱位牌,2850x2300(右) DCC-D*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
653,,,柱,柱位牌,2365x765 DCC-1-1（左）,1,X-HLP3-CR-F3-LAY-KPART-04-001
654,,,柱,柱位牌,100X100,1,X-HLP3-CR-F3-LAY-KPART-04-001
655,,,柱,柱位牌,3500x2300(右) DCC-F*2,1,X-HLP3-CR-F3-LAY-KPART-04-001
656,,,柱,柱位牌,3500x2300(右),1,X-HLP3-CR-F3-LAY-KPART-04-001
657,,,柱,柱位牌,2850x2600(右),1,X-HLP3-CR-F3-LAY-KPART-04-001
658,,,柱,柱位牌,DCC-B,1,X-HLP3-CR-F3-LAY-KPART-04-001
659,,,柱,柱位牌,2850x1800(左),1,X-HLP3-CR-F3-LAY-KPART-04-001
660,,,柱,柱位牌,2365x1165（左） DCC-3-2,1,X-HLP3-CR-F3-LAY-KPART-04-001
661,,,柱,柱位牌,2365x1165（右） DCC-3-2,1,X-HLP3-CR-F3-LAY-KPART-04-001
662,,,柱,柱位牌,2850x2300(左) DCC-D,1,X-HLP3-CR-F3-LAY-KPART-04-001

五、紧固件/螺栓
序号,轴位,区域,类别,名称,规格,数量,来源图纸
663,,,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,32,X-HLP3-CR-F3-LAY-KEQP-02-002
664,,,紧固件/螺栓,DCC-Rack-200x200,200x200,10,X-HLP3-CR-F3-LAY-KEQP-02-002
665,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x1800(右) DCC-C*2,8,X-HLP3-CR-F3-LAY-KEQP-02-002
666,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2300(右) DCC-D,7,X-HLP3-CR-F3-LAY-KEQP-02-002
667,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2600(右) DCC-E,4,X-HLP3-CR-F3-LAY-KEQP-02-002
668,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2300(右) DCC-D*2,4,X-HLP3-CR-F3-LAY-KEQP-02-002
669,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2600(右) DCC-E*2,3,X-HLP3-CR-F3-LAY-KEQP-02-002
670,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x1800(右) DCC-C,2,X-HLP3-CR-F3-LAY-KEQP-02-002
671,,,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,2,X-HLP3-CR-F3-LAY-KEQP-02-002
672,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2300(左) DCC-7,2,X-HLP3-CR-F3-LAY-KEQP-02-002
673,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x2600(右) DCC-C,1,X-HLP3-CR-F3-LAY-KEQP-02-002
674,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2000x1800(右) DCC-D*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
675,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x1800(右),1,X-HLP3-CR-F3-LAY-KEQP-02-002
676,,,紧固件/螺栓,DCC-Rack-200x200,200x200 2000*2300(左) DCC-B,1,X-HLP3-CR-F3-LAY-KEQP-02-002

六、各图纸汇总
图纸,DCC设备,DCC支架,隔断/门,门,结构,紧固件,类型
X-HLP3-AR-B3-LAY-04-001,0,0,0,11,33,0,建筑
X-HLP3-AR-F3-LAY-01-001,0,0,0,437,12,0,建筑
X-HLP3-AR-F3-LAY-02-001,0,0,0,124,4,0,建筑
X-HLP3-AR-F3-LAY-03-001,0,0,0,0,0,0,建筑
X-HLP3-AR-F3-LAY-04-001,0,0,0,71,4,0,建筑
X-HLP3-AR-PB6-LAY-03-001,0,0,0,0,0,0,建筑
X-HLP3-AR-PB6A-LAY-03-001,0,0,0,0,4,0,建筑
X-HLP3-CR-B3-LAY-KEQP-04-001,55,0,0,0,0,0,厨房设备
X-HLP3-CR-B3-LAY-KPART-04-002,0,0,0,2,0,0,厨房隔断
X-HLP3-CR-F3-LAY-KEQP-01-002,60,0,0,0,0,0,厨房设备
X-HLP3-CR-F3-LAY-KEQP-02-002,193,552,0,48,0,78,厨房设备
X-HLP3-CR-F3-LAY-KEQP-03-002,52,0,0,0,0,0,厨房设备
X-HLP3-CR-F3-LAY-KPART-01-002,0,0,0,5,0,0,厨房隔断
X-HLP3-CR-F3-LAY-KPART-03-002,0,0,0,21,0,0,厨房隔断
X-HLP3-CR-F3-LAY-KPART-04-001,0,0,0,0,202,0,厨房隔断
X-HLP3-CR-PB6-LAY-KEQP-03-001,17,0,0,0,0,0,厨房设备
X-HLP3-CR-PB6A-LAY-KEQP-03-001,17,0,0,0,0,0,厨房设备
